,title,category,latitude,longitude,address,link,monday,tuesday,wednesday,thursday,friday,saturday,sunday,date,time
87,Cafe Platano,Salvadoran restaurant,37.871794,-122.269705,"2042 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Cafe+Platano/data=!4m2!3m1!1s0x80857e9ec1c028a1:0xaf00c57d300f65ff!10m1!1e1,Closed,11 AM–6 PM,11 AM–6 PM,11 AM–6 PM,11 AM–9 PM,11 AM–9 PM,11 AM–8 PM,,
88,KoJa Kitchen,Korean restaurant,37.867206,-122.258627,"2395 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/KoJa+Kitchen/data=!4m2!3m1!1s0x80857c2f235cc93d:0xc9eacf389d040940!10m1!1e1,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,,
89,Tender Greens,Restaurant,37.872302,-122.269,"2071 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Tender+Greens/data=!4m2!3m1!1s0x80857e9eefe9f70b:0x3c960abf91f70bc2!10m1!1e1,10:30 AM–9 PM,10:30 AM–9 PM,10:30 AM–9 PM,10:30 AM–9 PM,10:30 AM–9 PM,10:30 AM–9 PM,10:30 AM–9 PM,,
90,El Talpense Mexican Restaurant,Mexican restaurant,37.875538,-122.260005,"1841 Euclid Ave, Berkeley, CA 94709",https://www.google.com/maps/place/El+Talpense+Mexican+Restaurant/data=!4m2!3m1!1s0x80857c217969b6b3:0x3310964acc7be993!10m1!1e1,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,Closed,,
91,Tacos Sinaloa,Mexican restaurant,37.867252,-122.259052,"2384 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Tacos+Sinaloa/data=!4m2!3m1!1s0x80857c2f3ad40285:0xd31bdffdb36e5823!10m1!1e1,,,,,,,,,
92,La Burrita,Mexican restaurant,37.867843,-122.257474,"2530 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/La+Burrita/data=!4m2!3m1!1s0x80857c2f0d8ce7c7:0x3415e71e37f4710b!10m1!1e1,,,,,,,,,
93,Cancun Sabor Mexicano,Mexican restaurant,37.86943,-122.266861,"2134 Allston Way, Berkeley, CA 94704",https://www.google.com/maps/place/Cancun+Sabor+Mexicano/data=!4m2!3m1!1s0x80857e9da2130c8d:0xdeb549c613ec4d87!10m1!1e1,,,,,,,,,
94,La Mission,Mexican restaurant,37.869864,-122.287927,"1255 University Ave, Berkeley, CA 94702",https://www.google.com/maps/place/La+Mission/data=!4m2!3m1!1s0x80857ebffecc39c7:0x557d3ee62c243981!10m1!1e1,10 AM–11:30 PM,10 AM–11:30 PM,10 AM–11:30 PM,10 AM–11:30 PM,10 AM–11:30 PM,10 AM–11:30 PM,10 AM–11 PM,,
95,Picante,Mexican restaurant,37.878206,-122.301327,"1328 Sixth St, Berkeley, CA 94710",https://www.google.com/maps/place/Picante/data=!4m2!3m1!1s0x80857ed1bbde18a9:0xfa807ef7d88f9f3d!10m1!1e1,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,,
96,La Burrita,Mexican restaurant,37.875562,-122.260632,"1832 Euclid Ave, Berkeley, CA 94709",https://www.google.com/maps/place/La+Burrita/data=!4m2!3m1!1s0x80857c21785431bd:0x1d5b2f23eb993a35!10m1!1e1,,,,,,,,,
97,Comal Next Door,Mexican restaurant,37.871511,-122.268497,"2024 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Comal+Next+Door/data=!4m2!3m1!1s0x80857e9e88dd3ee5:0x1e7db2cdb65d41cd!10m1!1e1,,,,,,,,,
98,Las Cabañas Mexican Grill & Taqueria,Mexican restaurant,37.872726,-122.273309,"1916 Martin Luther King Jr. Way, Berkeley Way, Berkeley, CA 94704",https://www.google.com/maps/place/Las+Caba%C3%B1as+Mexican+Grill+%26+Taqueria/data=!4m2!3m1!1s0x80857f2321e9b617:0x514b74a0fce069bf!10m1!1e1,,,,,,,,,
99,El Burro Picante,Mexican restaurant,37.872101,-122.270056,"2021 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/El+Burro+Picante/data=!4m2!3m1!1s0x80857e9ec484623f:0x8934fa94127bc2b1!10m1!1e1,,,,,,,,,
100,Tacubaya,Mexican restaurant,37.870365,-122.301273,"1782 Fourth St, Berkeley, CA 94710",https://www.google.com/maps/place/Tacubaya/data=!4m2!3m1!1s0x80857edca1897b1b:0x923633f7623a8053!10m1!1e1,,,,,,,,,
101,Montecristo Taqueria,Restaurant,37.870086,-122.283308,"1446 University Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Montecristo+Taqueria/data=!4m2!3m1!1s0x80857e95e60eaa67:0xb8f03efecb8e7b4c!10m1!1e1,,,,,,,,,
102,TALAVERA,Mexican restaurant,37.891273,-122.285388,"1561 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/TALAVERA/data=!4m2!3m1!1s0x8085794ae37e690d:0x71b4f0ce1b846b80!10m1!1e1,,,,,,,,,
103,Taqueria La Familia,Mexican restaurant,37.85568,-122.266308,"2971 Shattuck Ave., Berkeley, CA 94705",https://www.google.com/maps/place/Taqueria+La+Familia/data=!4m2!3m1!1s0x80857e7f96a41fa1:0x6e75db0c2e896c72!10m1!1e1,,,,,,,,,
104,Cactus Taqueria,Mexican restaurant,37.891642,-122.27781,"1881 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Cactus+Taqueria/data=!4m2!3m1!1s0x80857eb2b393897d:0xdf168059db87c5da!10m1!1e1,,,,,,,,,
105,Gallegos,Mexican restaurant,37.866159,-122.29152,"2200 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Gallegos/data=!4m2!3m1!1s0x80857eeb7c596bcb:0x2d109617a376ee1d!10m1!1e1,,,,,,,,,
106,Juan's Place,Mexican restaurant,37.857657,-122.291129,"941 Carleton St, Berkeley, CA 94710",https://www.google.com/maps/place/Juan's+Place/data=!4m2!3m1!1s0x80857ef25edb21c7:0x4d338323cff15578!10m1!1e1,,,,,,,,,
107,U :Dessert Story,Dessert restaurant,37.87402,-122.268419,"1849 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/U+:Dessert+Story/data=!4m2!3m1!1s0x80857f0bc2fa54b3:0x92b95255dbd47ab5!10m1!1e1,3–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,1–10:30 PM,1–10 PM,,
108,Almare Gelato Italiano,Ice cream shop,37.869771,-122.268304,"2170 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Almare+Gelato+Italiano/data=!4m2!3m1!1s0x80857e9c353d06f1:0x2d598dbb360efcc9!10m1!1e1,,,,,,,,,
109,Belmo Café,Bakery,37.86909,-122.29031,"1160 University Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Belmo+Caf%C3%A9/data=!4m2!3m1!1s0x80857f4483646a39:0x43c931ed1e8e1dde!10m1!1e1,,,,,,,,,
110,Endless Summer Sweets,Dessert restaurant,37.866353,-122.268036,"2358 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Endless+Summer+Sweets/data=!4m2!3m1!1s0x80857e82d4d8dd5b:0xab2176ede056aa2c!10m1!1e1,,,,,,,,,
111,CREAM Berkeley - Handcrafted and Warm Ice Cream Sandwich,Ice cream shop,37.867035,-122.258725,"2399 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/CREAM+Berkeley+-+Handcrafted+and+Warm+Ice+Cream+Sandwich/data=!4m2!3m1!1s0x80857c2f241463db:0xc01078928f6a82aa!10m1!1e1,,,,,,,,,
112,Caravaggio Gelato Lab,Ice cream shop,37.875174,-122.268461,"1797 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Caravaggio+Gelato+Lab/data=!4m2!3m1!1s0x80857e9f7960f895:0x8d9c059c67e791c1!10m1!1e1,,,,,,,,,
113,Cupcakin Bake Shop,Bakery,37.867131,-122.258741,"2391 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Cupcakin+Bake+Shop/data=!4m2!3m1!1s0x80857c28b2e93b97:0x66f077cfe7a530e8!10m1!1e1,11 AM–6 PM,11 AM–6 PM,11 AM–6 PM,11 AM–6 PM,11 AM–7 PM,11 AM–7 PM,11 AM–6 PM,,
114,Cupcakin Bake Shop,Bakery,37.867131,-122.258741,"2391 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Cupcakin+Bake+Shop/data=!4m2!3m1!1s0x80857c28b2e93b97:0x66f077cfe7a530e8!10m1!1e1,10 AM–6 PM,10 AM–6 PM,10 AM–6 PM,10 AM–6 PM,10 AM–7 PM,10 AM–7 PM,10 AM–6 PM,,
115,Feng Cha Teahouse - Berkeley,Bubble tea store,37.867861,-122.257738,"2528A Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Feng+Cha+Teahouse+-+Berkeley/data=!4m2!3m1!1s0x80857d44139694fd:0x8f4a6eea4d426a50!10m1!1e1,,,,,,,,,
116,Sushi California,Sushi restaurant,37.871111,-122.272815,"2033 Martin Luther King Jr Way, Berkeley, CA 94704",https://www.google.com/maps/place/Sushi+California/data=!4m2!3m1!1s0x80857e99172673a7:0x5c18d197d0097274!10m1!1e1,,,,,,,,,
117,Cali Alley,Restaurant,37.855695,-122.289485,"1012 Grayson St, Berkeley, CA 94710",https://www.google.com/maps/place/Cali+Alley/data=!4m2!3m1!1s0x80857ff87d535e17:0x5eb905d2b9c4fa1b!10m1!1e1,,,,,,,,,
118,Wood Tavern,Californian restaurant,37.850626,-122.252622,"6317 College Ave, Oakland, CA 94618",https://www.google.com/maps/place/Wood+Tavern/data=!4m2!3m1!1s0x80857de8fb64ee77:0x6dc1df83d0df0cbc!10m1!1e1,,,,,,,,,
119,Aki's Japanese Restaurant,Japanese restaurant,37.875438,-122.259814,"2505 Hearst Ave C, Berkeley, CA 94709",https://www.google.com/maps/place/Aki's+Japanese+Restaurant/data=!4m2!3m1!1s0x80857c2162c65187:0x73f38f7b8da38e89!10m1!1e1,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM,Closed,Closed,,
120,Sushi Secrets,Japanese restaurant,37.870823,-122.268456,"2110 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Sushi+Secrets/data=!4m2!3m1!1s0x80857e9e81fae6e3:0xbeb6f2b87dd2e1e2!10m1!1e1,,,,,,,,,
121,Manpuku,Japanese restaurant,37.856647,-122.252736,"2977 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Manpuku/data=!4m2!3m1!1s0x80857dcde2275653:0x54d7325cfffc9064!10m1!1e1,,,,,,,,,
122,Nikko Sushi,Sushi restaurant,37.865942,-122.267304,"2399 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Nikko+Sushi/data=!4m2!3m1!1s0x80857fe96470696d:0x2e580425ec77c134!10m1!1e1,,,,,,,,,
123,Mitama,Japanese restaurant,37.851142,-122.252306,"3201 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Mitama/data=!4m2!3m1!1s0x80857dc5687d3bab:0xb24d1204d3b01ff6!10m1!1e1,,,,,,,,,
124,Muracci's,Japanese curry restaurant,37.866369,-122.258897,"2428 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Muracci's/data=!4m2!3m1!1s0x80857c2ed9a10957:0xe6de0c2687bb42a9!10m1!1e1,,,,,,,,,
125,Sushinista,Japanese restaurant,37.86778,-122.270199,"2235 Milvia St, Berkeley, CA 94704",https://www.google.com/maps/place/Sushinista/data=!4m2!3m1!1s0x80857e9c89704caf:0x4c02def2391e2856!10m1!1e1,,,,,,,,,
126,Kiku Sushi,Sushi restaurant,37.881175,-122.289324,"1316 Gilman St, Berkeley, CA 94706",https://www.google.com/maps/place/Kiku+Sushi/data=!4m2!3m1!1s0x80857ec9cb22406d:0x316ab1218a37fa3a!10m1!1e1,,,,,,,,,
127,Marugame Udon,Udon noodle restaurant,37.873491,-122.268333,"1919 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Marugame+Udon/data=!4m2!3m1!1s0x80857f9b371839db:0x9ffa39c03745e22f!10m1!1e1,,,,,,,,,
128,Party Sushi,Sushi restaurant,37.875237,-122.268942,"1776 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Party+Sushi/data=!4m2!3m1!1s0x80857e9f7b649ced:0xf45500d397f643ec!10m1!1e1,,,,,,,,,
129,AKEMI Japanese Restaurant,Sushi restaurant,37.891365,-122.282818,"1695 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/AKEMI+Japanese+Restaurant/data=!4m2!3m1!1s0x8085794b5de70893:0xfb1781d5dc13d04d!10m1!1e1,,,,,,,,,
130,IPPUDO BERKELEY,Ramen restaurant,37.871919,-122.267603,"2015 Kala Bagai Wy, Berkeley, CA 94704",https://www.google.com/maps/place/IPPUDO+BERKELEY/data=!4m2!3m1!1s0x80857e9e66610011:0xf04f0fe6bec72b19!10m1!1e1,,,,,,,,,
131,Kyoto Sushi,Sushi restaurant,37.891281,-122.284578,"1599 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Kyoto+Sushi/data=!4m2!3m1!1s0x8085794b1a070f25:0x763ef2e6df60e707!10m1!1e1,,,,,,,,,
132,Sumo Roll,Sushi restaurant,37.869742,-122.266126,"2173 Allston Way, Berkeley, CA 94704",https://www.google.com/maps/place/Sumo+Roll/data=!4m2!3m1!1s0x80857e9d9aa61cd3:0x1594e6bcc56874e9!10m1!1e1,,,,,,,,,
133,Mainichi Sushi,Japanese restaurant,37.891364,-122.283355,"1647 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Mainichi+Sushi/data=!4m2!3m1!1s0x8085791584153135:0xc3881bf603e69b8d!10m1!1e1,,,,,,,,,
134,Wahpepah’s Kitchen,Native American restaurant,37.775483,-122.224652,"3301 E 12th St #133, Oakland, CA 94601",https://www.google.com/maps/place/Wahpepah%E2%80%99s+Kitchen/data=!4m2!3m1!1s0x808f874bb4993f83:0x626f9c3d5d20c45!10m1!1e1,,,,,,,,,
135,Addis,Ethiopian restaurant,37.847406,-122.260607,"6100 Telegraph Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Addis/data=!4m2!3m1!1s0x80857dd99ba7eac9:0x64c716097d2a4e75!10m1!1e1,,,,,,,,,
136,JollyJolly Coffee & Kitchen,African restaurant,37.805756,-122.295832,"1498 7th St Suite B, Oakland, CA 94607",https://www.google.com/maps/place/JollyJolly+Coffee+%26+Kitchen/data=!4m2!3m1!1s0x808f8136cf3c9367:0xfd3fa21b2e5a724d!10m1!1e1,,,,,,,,,
137,Asmara Restaurant,Eritrean restaurant,37.836755,-122.262081,"5020 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Asmara+Restaurant/data=!4m2!3m1!1s0x80857de101a6741d:0xde8d337f6a53c8db!10m1!1e1,,,,,,,,,
138,Meskie's Ethiopia Restaurant,Ethiopian restaurant,37.856787,-122.259362,"2955 Telegraph Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Meskie's+Ethiopia+Restaurant/data=!4m2!3m1!1s0x80857dd38186d795:0x6ae401d5f14a70e5!10m1!1e1,,,,,,,,,
139,Ruth's Buka,African restaurant,37.772861,-122.201786,"5250 Foothill Blvd, Oakland, CA 94601",https://www.google.com/maps/place/Ruth's+Buka/data=!4m2!3m1!1s0x808f866dec5181a5:0x2be41d247e34b260!10m1!1e1,,,,,,,,,
140,Red Sea Ethiopian & Eritrean Cuisine Restaurant,East African restaurant,37.838289,-122.261414,"5200 Claremont Ave, Oakland, CA 94618",https://www.google.com/maps/place/Red+Sea+Ethiopian+%26+Eritrean+Cuisine+Restaurant/data=!4m2!3m1!1s0x80857de0ea5a5d35:0x367413b6f8c511a4!10m1!1e1,,,,,,,,,
141,Café Colucci,Ethiopian restaurant,37.841859,-122.283709,"5849 San Pablo Ave, Oakland, CA 94608",https://www.google.com/maps/place/Caf%C3%A9+Colucci/data=!4m2!3m1!1s0x80857dd7382e4f01:0xeef404a132c138b8!10m1!1e1,,,,,,,,,
142,Barcote Ethiopian Restaurant,Ethiopian restaurant,37.850848,-122.260167,"6430 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Barcote+Ethiopian+Restaurant/data=!4m2!3m1!1s0x80857dd7367bba89:0x503b583d5a6bb620!10m1!1e1,,,,,,,,,
143,Abesha Ethiopian Cuisine,Ethiopian restaurant,37.836641,-122.264201,"4929 Shattuck Ave., Oakland, CA 94609",https://www.google.com/maps/place/Abesha+Ethiopian+Cuisine/data=!4m2!3m1!1s0x80857de03576c3f9:0xd24123f25a4548cf!10m1!1e1,,,,,,,,,
144,Shewhat Restaurant / Cafe,Ethiopian restaurant,37.846729,-122.26559,"6101 Shattuck Ave., Oakland, CA 94609",https://www.google.com/maps/place/Shewhat+Restaurant+%2F+Cafe/data=!4m2!3m1!1s0x80857f325087121d:0xd241453c10b036e6!10m1!1e1,,,,,,,,,
145,Cafe Eritrea D'Afrique,Eritrean restaurant,37.829785,-122.264458,"4069 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Cafe+Eritrea+D'Afrique/data=!4m2!3m1!1s0x80857de2b74e1bfd:0x36ecc4a5453dbaae!10m1!1e1,,,,,,,,,
146,Enssaro Ethiopian Restaurant,Ethiopian restaurant,37.808663,-122.255854,"357-A Grand Ave, Oakland, CA 94610",https://www.google.com/maps/place/Enssaro+Ethiopian+Restaurant/data=!4m2!3m1!1s0x808f874f40fb9367:0xe504640108c1d8d3!10m1!1e1,,,,,,,,,
147,House of Tadu Ethiopian Kitchen,Ethiopian restaurant,37.773859,-122.39179,"1130 4th St, San Francisco, CA 94158",https://www.google.com/maps/place/House+of+Tadu+Ethiopian+Kitchen/data=!4m2!3m1!1s0x808f7fd0f30d2225:0xaa487dc740be48b4!10m1!1e1,,,,,,,,,
148,Jot Mahal Palace of Indian Cuisine,Indian restaurant,37.878744,-122.268842,"1543 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Jot+Mahal+Palace+of+Indian+Cuisine/data=!4m2!3m1!1s0x80857ea1198b306f:0x7b48f6781fffb306!10m1!1e1,,,,,,,,,
149,Kabana Restaurant,Restaurant,37.869097,-122.293088,"1025 University Ave, Berkeley, CA 94710",https://www.google.com/maps/place/Kabana+Restaurant/data=!4m2!3m1!1s0x80857ec1cff91e33:0xa58d989aacf18f90!10m1!1e1,,,,,,,,,
150,Kendejah Restaurant,West African restaurant,37.722604,-122.154657,"197 Pelton Center Way, San Leandro, CA 94577",https://www.google.com/maps/place/Kendejah+Restaurant/data=!4m2!3m1!1s0x808f8f95b327e219:0x14fd17f0689aebdf!10m1!1e1,,,,,,,,,
151,Namaste Madras Cuisine,Indian restaurant,37.867133,-122.267405,"2323 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Namaste+Madras+Cuisine/data=!4m2!3m1!1s0x80857e9d3b95da43:0xc971bbf5c4c656a0!10m1!1e1,,,,,,,,,
152,Bag O'Crab,Seafood restaurant,37.870202,-122.267227,"2124 Center St, Berkeley, CA 94704",https://www.google.com/maps/place/Bag+O'Crab/data=!4m2!3m1!1s0x80857f19204c541b:0x8ab2daba0741fae8!10m1!1e1,,,,,,,,,
153,Empire Buffet,Buffet restaurant,37.955884,-122.331882,"700 San Pablo Towne Center, San Pablo, CA 94806",https://www.google.com/maps/place/Empire+Buffet/data=!4m2!3m1!1s0x8085778ca0f03b13:0xc227c0564193ed77!10m1!1e1,,,,,,,,,
154,Flavors of India,Indian restaurant,37.851081,-122.252154,"3211 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Flavors+of+India/data=!4m2!3m1!1s0x80857dc56974fbf9:0xa5bb874d9540af47!10m1!1e1,,,,,,,,,
155,Mount Everest Restaurant,Nepalese restaurant,37.863338,-122.258963,"2598 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Mount+Everest+Restaurant/data=!4m2!3m1!1s0x80857c2c1196fa43:0x3dd3b3fc1bc14bf!10m1!1e1,,,,,,,,,
156,MoMo Masalas,Modern Indian restaurant,37.875308,-122.259729,"2505 Hearst Ave B, Berkeley, CA 94709",https://www.google.com/maps/place/MoMo+Masalas/data=!4m2!3m1!1s0x80857c2162c65187:0xd16847c37f0388af!10m1!1e1,,,,,,,,,
157,Freehouse,American restaurant,37.869059,-122.254355,"2700 Bancroft Way, Berkeley, CA 94704",https://www.google.com/maps/place/Freehouse/data=!4m2!3m1!1s0x80857c2fdec33747:0x2b8f19ab228437ed!10m1!1e1,11:30 AM–11:30 PM,11:30 AM–11:30 PM,11:30 AM–11:30 PM,11:30 AM–11:30 PM,11:30 AM–11:30 PM,Closed,Closed,,
158,FatApple’s Berkeley Restaurant and Bakery,American restaurant,37.88154,-122.274283,"1346 Martin Luther King Jr Way, Berkeley, CA 94709",https://www.google.com/maps/place/FatApple%E2%80%99s+Berkeley+Restaurant+and+Bakery/data=!4m2!3m1!1s0x80857ea5060fea8b:0xe1c08e9deada0ba0!10m1!1e1,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,,
159,Barney's Gourmet Hamburgers,Hamburger restaurant,37.878115,-122.269388,"1600 Shattuck Ave. #112, Berkeley, CA 94709",https://www.google.com/maps/place/Barney's+Gourmet+Hamburgers/data=!4m2!3m1!1s0x80857ea10eb777ab:0xabdec8f3a0b2a828!10m1!1e1,11 AM–8:30 PM,11 AM–8:30 PM,11 AM–8:30 PM,11 AM–8:30 PM,11 AM–9 PM,11 AM–9 PM,11 AM–8 PM,,
160,Bongo Burger,Hamburger restaurant,37.865276,-122.258177,"2505 Dwight Way, Berkeley, CA 94704",https://www.google.com/maps/place/Bongo+Burger/data=!4m2!3m1!1s0x80857c2178fdcf13:0x8c8cd2db04dfcba3!10m1!1e1,,,,,,,,,
161,The Smokehouse,Hamburger restaurant,37.853174,-122.259868,"3115 Telegraph Ave, Berkeley, CA 94705",https://www.google.com/maps/place/The+Smokehouse/data=!4m2!3m1!1s0x80857dd6cb0871ef:0x95af650fab615f5f!10m1!1e1,,,,,,,,,
162,Bongo Burger,Hamburger restaurant,37.870281,-122.266456,"2154 Center St, Berkeley, CA 94704",https://www.google.com/maps/place/Bongo+Burger/data=!4m2!3m1!1s0x80857e9dec8f4925:0x9c03432f38982ac2!10m1!1e1,,,,,,,,,
163,Top Dog,Hot dog restaurant,37.867857,-122.25738,"2534 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Top+Dog/data=!4m2!3m1!1s0x80857c2f0f0b62f3:0x14685641969b3c98!10m1!1e1,10 AM–2 AM,10 AM–2 AM,10 AM–2 AM,10 AM–2 AM,10 AM–3 AM,11 AM–3 AM,11 AM–2 AM,,
164,Masa Ramen Bistro,Ramen restaurant,37.871817,-122.272383,"1923 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Masa+Ramen+Bistro/data=!4m2!3m1!1s0x80857f3f0d1db963:0xe2e61e9d564309ab!10m1!1e1,,,,,,,,,
165,Ko Stop,Korean restaurant,37.867968,-122.259977,"2431 Durant Ave A, Berkeley, CA 94704",https://www.google.com/maps/place/Ko+Stop/data=!4m2!3m1!1s0x80857d236da3f315:0xd52141e246325391!10m1!1e1,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–8:30 PM,11 AM–9 PM,11 AM–9 PM,,
166,Korean Superette,Korean restaurant,37.891183,-122.286323,"1539 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Korean+Superette/data=!4m2!3m1!1s0x808579159b05e68f:0xe5ee55eb74bcde22!10m1!1e1,,,,,,,,,
167,Kimchi Garden,Korean restaurant,37.868195,-122.258237,"2517 Durant Ave suite b, Berkeley, CA 94704",https://www.google.com/maps/place/Kimchi+Garden/data=!4m2!3m1!1s0x80857c2f1532bf9b:0x28d192dfce89c7ef!10m1!1e1,,,,,,,,,
168,Spoon Korean Bistro,Korean restaurant,37.851661,-122.289856,"933 Ashby Ave, Berkeley, CA 94710",https://www.google.com/maps/place/Spoon+Korean+Bistro/data=!4m2!3m1!1s0x80857ef5173b1d6f:0xb91f1e11369ac06a!10m1!1e1,,,,,,,,,
169,Steve's Korean Bar-B-Que,Korean restaurant,37.868314,-122.258051,"2521 Durant Ave g, Berkeley, CA 94704",https://www.google.com/maps/place/Steve's+Korean+Bar-B-Que/data=!4m2!3m1!1s0x80857c2f137d25a5:0x57f12249084e22a2!10m1!1e1,,,,,,,,,
170,Bop Shop x Vons Chicken x Sojumo,Korean restaurant,37.891519,-122.27928,"1823 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Bop+Shop+x+Vons+Chicken+x+Sojumo/data=!4m2!3m1!1s0x8085794d2b940601:0xa2ab41499b0287f4!10m1!1e1,,,,,,,,,
171,Seoul Hotdog,Hot dog restaurant,37.875495,-122.25981,"2505 Hearst Ave D, Berkeley, CA 94709",https://www.google.com/maps/place/Seoul+Hotdog/data=!4m2!3m1!1s0x80857d8ab8721ac9:0xb5dfd3ea8d5adf77!10m1!1e1,,,,,,,,,
172,Pyeong Chang Tofu Berkeley 버클리 평창 순두부,Korean restaurant,37.86991,-122.287547,"1269 University Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Pyeong+Chang+Tofu+Berkeley+%EB%B2%84%ED%81%B4%EB%A6%AC+%ED%8F%89%EC%B0%BD+%EC%88%9C%EB%91%90%EB%B6%80/data=!4m2!3m1!1s0x80857f1b57ea7955:0x829ded6b546f4286!10m1!1e1,,,,,,,,,
173,Bear's Ramen House,Korean restaurant,37.868238,-122.25801,"2521 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Bear's+Ramen+House/data=!4m2!3m1!1s0x80857c2f137d25a5:0xa38e4fd4d4102323!10m1!1e1,,,,,,,,,
174,Pyeong Chang Tofu House Oakland 오클랜드 평창 순두부,Korean restaurant,37.834502,-122.263363,"4701 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Pyeong+Chang+Tofu+House+Oakland+%EC%98%A4%ED%81%B4%EB%9E%9C%EB%93%9C+%ED%8F%89%EC%B0%BD+%EC%88%9C%EB%91%90%EB%B6%80/data=!4m2!3m1!1s0x80857de188d10765:0x7fd9fe7483bb5e5a!10m1!1e1,,,,,,,,,
